Order_ID,Customer_ID,Product_ID,Warehouse_ID,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Quantity,Sales,Profit,Delivery_Status
O01281,C0097,P010,W04,2024-11-25,2024-11-27,2024-11-29,Express,4,31085.76,11869.76,On Time
O01282,C0432,P022,W06,2025-03-01,2025-03-03,2025-03-08,Standard,2,4740.98,1472.98,On Time
O01283,C0062,P142,W08,2024-04-29,2024-05-01,2024-05-06,Standard,3,1531.35,511.35,On Time
O01284,C0481,P028,W07,2024-09-08,2024-09-09,2024-09-10,Same Day,1,7042.85,2392.85,On Time
O01285,C0187,P020,W03,2025-12-13,2025-12-14,2025-12-21,Express,5,7415.85,2755.85,Late
O01286,C0477,P024,W05,2025-02-20,2025-02-20,2025-02-25,Standard,2,11171.18,2655.18,On Time
O01287,C0026,P021,W10,2024-11-21,2024-11-21,2024-11-26,Standard,2,15061.68,5895.68,On Time
O01288,C0465,P140,W09,2025-07-08,2025-07-08,2025-07-09,Same Day,3,1078.14,187.14,On Time
O01289,C0071,P069,W02,2024-02-11,2024-02-12,2024-02-14,Express,1,2781.16,1107.16,On Time
O01290,C0278,P093,W01,2024-01-05,2024-01-05,2024-01-07,Express,4,12138.2,2322.2,On Time
O01291,C0323,P146,W06,2025-07-28,2025-07-28,2025-08-02,Standard,1,6097.75,1585.75,On Time
O01292,C0349,P105,W09,2024-05-09,2024-05-09,2024-05-10,Same Day,1,1485.08,638.08,On Time
O01293,C0423,P100,W04,2024-07-11,2024-07-12,2024-07-14,Same Day,2,9131.56,3805.56,Late
O01294,C0131,P032,W05,2025-08-27,2025-08-28,2025-08-29,Same Day,4,8338.32,1438.32,On Time
O01295,C0365,P064,W03,2025-12-08,2025-12-08,2025-12-09,Same Day,2,7719.34,3151.34,On Time
O01296,C0492,P056,W07,2024-02-17,2024-02-19,2024-02-24,Standard,3,17203.26,4183.26,On Time
O01297,C0076,P115,W07,2024-04-23,2024-04-25,2024-05-01,Standard,2,13155.2,3711.2,Late
O01298,C0440,P114,W09,2025-02-24,2025-02-25,2025-02-26,Same Day,2,5392.42,1642.42,On Time
O01299,C0026,P071,W08,2025-11-12,2025-11-14,2025-11-19,Standard,4,26680.6,11184.6,On Time
O01300,C0057,P053,W08,2024-03-03,2024-03-03,2024-03-04,Same Day,4,5273.24,1793.24,On Time
O01301,C0330,P090,W09,2025-03-12,2025-03-12,2025-03-16,Express,3,20532.03,5775.03,Late
O01302,C0464,P057,W05,2024-10-09,2024-10-10,2024-10-12,Express,4,7413.12,1705.12,On Time
O01303,C0138,P038,W09,2025-05-12,2025-05-13,2025-05-18,Standard,1,5731.4,1620.4,On Time
O01304,C0291,P006,W05,2024-10-05,2024-10-07,2024-10-08,Same Day,1,3159.89,580.89,On Time
O01305,C0322,P136,W10,2024-09-07,2024-09-09,2024-09-10,Same Day,2,5986.7,2004.7,On Time
O01306,C0096,P124,W10,2025-12-07,2025-12-09,2025-12-11,Express,2,15425.34,5457.34,On Time
O01307,C0290,P103,W05,2025-03-11,2025-03-12,2025-03-13,Same Day,5,29072.75,6367.75,On Time
O01308,C0389,P092,W01,2024-07-19,2024-07-19,2024-07-21,Express,4,23827.36,5947.36,On Time
O01309,C0444,P060,W02,2025-03-17,2025-03-19,2025-03-25,Standard,4,25945.56,10549.56,Late
O01310,C0378,P035,W09,2024-03-15,2024-03-15,2024-03-16,Same Day,2,11944.6,4902.6,On Time
O01311,C0048,P116,W05,2025-08-24,2025-08-25,2025-08-30,Standard,2,9819.62,3183.62,On Time
O01312,C0244,P062,W09,2024-04-05,2024-04-06,2024-04-07,Same Day,1,5949.74,1130.74,On Time
O01313,C0455,P056,W08,2025-12-13,2025-12-15,2025-12-20,Standard,4,22937.68,5577.68,On Time
O01314,C0386,P090,W01,2024-08-22,2024-08-24,2024-08-26,Express,3,20532.03,5775.03,On Time
O01315,C0422,P050,W01,2024-04-09,2024-04-11,2024-04-12,Same Day,2,9450.78,2930.78,On Time
O01316,C0317,P116,W05,2024-08-02,2024-08-02,2024-08-07,Standard,2,9819.62,3183.62,On Time
O01317,C0353,P111,W05,2024-07-28,2024-07-29,2024-07-30,Same Day,2,6820.08,2950.08,On Time
O01318,C0044,P108,W06,2025-01-22,2025-01-22,2025-01-28,Standard,1,901.74,378.74,Late
O01319,C0425,P116,W03,2024-04-21,2024-04-22,2024-05-01,Standard,2,9819.62,3183.62,Late
O01320,C0101,P055,W06,2025-09-17,2025-09-18,2025-09-20,Express,1,1384.26,265.26,On Time
O01321,C0118,P033,W02,2025-04-21,2025-04-21,2025-04-22,Same Day,1,4030.39,1414.39,On Time
O01322,C0410,P138,W03,2025-10-27,2025-10-29,2025-11-02,Same Day,2,13268.76,4952.76,Late
O01323,C0134,P024,W06,2025-07-05,2025-07-07,2025-07-12,Standard,3,16756.77,3982.77,On Time
O01324,C0266,P057,W04,2024-02-15,2024-02-16,2024-02-18,Express,1,1853.28,426.28,On Time
O01325,C0017,P087,W05,2025-04-16,2025-04-16,2025-04-17,Same Day,1,3270.56,1291.56,On Time
O01326,C0043,P150,W01,2025-12-08,2025-12-08,2025-12-10,Same Day,1,2828.97,778.97,Late
O01327,C0181,P007,W06,2025-03-25,2025-03-27,2025-03-31,Same Day,2,2384.84,690.84,Late
O01328,C0245,P148,W09,2024-09-24,2024-09-24,2024-09-29,Standard,5,28906.4,12626.4,On Time
O01329,C0195,P011,W05,2024-03-19,2024-03-19,2024-03-24,Standard,3,5150.79,1868.79,On Time
O01330,C0177,P063,W01,2024-01-27,2024-01-27,2024-01-30,Same Day,4,17803.72,6907.72,Late
O01331,C0212,P032,W07,2024-10-08,2024-10-10,2024-10-15,Standard,2,4169.16,719.16,On Time
O01332,C0193,P044,W01,2024-11-25,2024-11-26,2024-11-27,Same Day,5,27764.7,7704.7,On Time
O01333,C0317,P143,W07,2025-02-20,2025-02-20,2025-02-25,Standard,4,25100.6,10192.6,On Time
O01334,C0428,P101,W01,2024-03-07,2024-03-07,2024-03-09,Express,3,20949.42,8970.42,On Time
O01335,C0486,P046,W05,2024-01-06,2024-01-07,2024-01-08,Same Day,5,22170.7,8435.7,On Time
O01336,C0138,P017,W04,2025-06-12,2025-06-12,2025-06-14,Express,4,22494.4,8362.4,On Time
O01337,C0153,P079,W03,2025-11-25,2025-11-26,2025-11-27,Same Day,4,11224.96,2900.96,On Time
O01338,C0492,P027,W09,2024-05-13,2024-05-14,2024-05-15,Same Day,3,12106.35,3274.35,On Time
O01339,C0444,P096,W07,2025-02-03,2025-02-04,2025-02-05,Same Day,3,16658.01,6692.01,On Time
O01340,C0492,P076,W09,2025-11-22,2025-11-23,2025-11-25,Express,2,6885.22,2837.22,On Time
O01341,C0470,P136,W05,2024-11-11,2024-11-12,2024-11-14,Express,5,14966.75,5011.75,On Time
O01342,C0372,P071,W09,2025-01-12,2025-01-12,2025-01-13,Same Day,3,20010.45,8388.45,On Time
O01343,C0123,P015,W06,2024-03-04,2024-03-06,2024-03-10,Same Day,3,15384.81,3177.81,Late
O01344,C0373,P032,W05,2024-12-29,2024-12-29,2024-12-30,Same Day,4,8338.32,1438.32,On Time
O01345,C0279,P120,W10,2024-04-02,2024-04-02,2024-04-03,Same Day,1,6704.13,2658.13,On Time
O01346,C0330,P035,W04,2025-08-30,2025-08-30,2025-08-31,Same Day,4,23889.2,9805.2,On Time
O01347,C0049,P084,W09,2024-03-19,2024-03-19,2024-03-20,Same Day,4,2788.96,888.96,On Time
O01348,C0416,P054,W01,2025-07-19,2025-07-21,2025-07-23,Same Day,1,3943.82,780.82,Late
O01349,C0353,P004,W03,2025-02-28,2025-02-28,2025-03-01,Same Day,2,13275.84,3977.84,On Time
O01350,C0470,P031,W05,2025-05-24,2025-05-25,2025-05-26,Same Day,4,25162.96,9326.96,On Time
O01351,C0160,P015,W06,2025-02-05,2025-02-06,2025-02-07,Same Day,1,5128.27,1059.27,On Time
O01352,C0204,P058,W02,2025-10-16,2025-10-18,2025-10-20,Express,2,9698.3,2060.3,On Time
O01353,C0038,P130,W03,2024-07-18,2024-07-18,2024-07-19,Same Day,2,8030.62,1860.62,On Time
O01354,C0267,P076,W05,2025-03-04,2025-03-04,2025-03-09,Standard,2,6885.22,2837.22,On Time
O01355,C0356,P012,W07,2024-12-11,2024-12-11,2024-12-13,Express,5,14531.15,3731.15,On Time
O01356,C0200,P053,W01,2024-01-19,2024-01-19,2024-01-24,Standard,3,3954.93,1344.93,On Time
O01357,C0488,P055,W02,2024-06-06,2024-06-08,2024-06-10,Express,1,1384.26,265.26,On Time
O01358,C0293,P047,W07,2024-12-14,2024-12-15,2024-12-20,Standard,4,14864.4,4400.4,On Time
O01359,C0384,P068,W03,2025-03-10,2025-03-12,2025-03-13,Same Day,3,14873.52,2672.52,On Time
O01360,C0122,P088,W08,2025-07-21,2025-07-21,2025-07-22,Same Day,3,6070.95,2029.95,On Time
O01361,C0371,P096,W01,2025-06-25,2025-06-25,2025-06-27,Express,5,27763.35,11153.35,On Time
O01362,C0189,P013,W01,2025-04-07,2025-04-09,2025-04-10,Same Day,5,30380.4,7630.4,On Time
O01363,C0207,P150,W08,2024-07-05,2024-07-05,2024-07-06,Same Day,2,5657.94,1557.94,On Time
O01364,C0456,P117,W09,2025-01-19,2025-01-21,2025-01-23,Express,1,4353.22,1210.22,On Time
O01365,C0053,P085,W10,2025-08-16,2025-08-17,2025-08-18,Same Day,5,4027.05,1037.05,On Time
O01366,C0095,P049,W04,2024-11-13,2024-11-15,2024-11-16,Same Day,1,2141.72,687.72,On Time
O01367,C0319,P015,W09,2025-03-16,2025-03-17,2025-03-18,Same Day,4,20513.08,4237.08,On Time
O01368,C0090,P008,W08,2025-02-11,2025-02-13,2025-02-18,Standard,4,15165.32,5965.32,On Time
O01369,C0461,P093,W04,2024-08-21,2024-08-23,2024-08-24,Same Day,2,6069.1,1161.1,On Time
O01370,C0462,P031,W06,2024-01-18,2024-01-19,2024-01-24,Standard,2,12581.48,4663.48,On Time
O01371,C0339,P038,W06,2024-05-30,2024-05-31,2024-06-01,Same Day,4,22925.6,6481.6,On Time
O01372,C0288,P056,W07,2025-08-09,2025-08-10,2025-08-12,Express,1,5734.42,1394.42,On Time
O01373,C0432,P031,W06,2025-06-25,2025-06-26,2025-06-27,Same Day,3,18872.22,6995.22,On Time
O01374,C0438,P070,W05,2024-06-01,2024-06-01,2024-06-02,Same Day,1,5190.1,1547.1,On Time
O01375,C0033,P101,W09,2024-08-17,2024-08-17,2024-08-22,Standard,4,27932.56,11960.56,On Time
O01376,C0025,P086,W02,2025-01-31,2025-02-02,2025-02-08,Standard,1,5114.51,1619.51,Late
O01377,C0233,P083,W02,2024-10-27,2024-10-29,2024-10-30,Same Day,1,2873.64,702.64,On Time
O01378,C0374,P037,W08,2025-06-18,2025-06-18,2025-06-19,Same Day,1,1285.96,304.96,On Time
O01379,C0030,P101,W08,2024-01-18,2024-01-19,2024-01-21,Express,2,13966.28,5980.28,On Time
O01380,C0409,P005,W10,2025-02-25,2025-02-27,2025-03-04,Standard,5,26830.8,11695.8,On Time
O01381,C0035,P145,W01,2025-10-02,2025-10-03,2025-10-05,Express,5,9539.8,2444.8,On Time
O01382,C0233,P051,W02,2025-11-21,2025-11-23,2025-11-25,Express,2,13423.88,5309.88,On Time
O01383,C0279,P028,W03,2024-11-17,2024-11-18,2024-11-24,Same Day,4,28171.4,9571.4,Late
O01384,C0058,P001,W02,2024-06-17,2024-06-19,2024-06-24,Standard,4,12254.6,4662.6,On Time
O01385,C0063,P089,W03,2025-06-09,2025-06-11,2025-06-13,Express,4,14313.2,5841.2,On Time
O01386,C0151,P037,W03,2024-09-27,2024-09-29,2024-10-04,Standard,4,5143.84,1219.84,On Time
O01387,C0241,P027,W04,2024-02-24,2024-02-24,2024-02-26,Express,4,16141.8,4365.8,On Time
O01388,C0458,P024,W03,2025-05-26,2025-05-28,2025-05-30,Same Day,4,22342.36,5310.36,Late
O01389,C0225,P126,W10,2025-06-15,2025-06-16,2025-06-21,Standard,5,14878.75,4458.75,On Time
O01390,C0349,P046,W02,2024-08-25,2024-08-27,2024-09-01,Standard,5,22170.7,8435.7,On Time
O01391,C0207,P140,W01,2025-08-09,2025-08-10,2025-08-11,Same Day,4,1437.52,249.52,On Time
O01392,C0187,P038,W07,2025-02-16,2025-02-17,2025-02-22,Standard,1,5731.4,1620.4,On Time
O01393,C0045,P084,W04,2025-11-05,2025-11-05,2025-11-10,Standard,2,1394.48,444.48,On Time
O01394,C0292,P068,W08,2024-01-16,2024-01-17,2024-01-18,Same Day,4,19831.36,3563.36,On Time
O01395,C0489,P117,W03,2024-06-27,2024-06-27,2024-07-03,Same Day,5,21766.1,6051.1,Late
O01396,C0402,P139,W07,2025-11-29,2025-11-30,2025-12-05,Standard,3,1157.73,395.73,On Time
O01397,C0222,P059,W10,2024-02-08,2024-02-09,2024-02-14,Standard,5,37160.7,12275.7,On Time
O01398,C0323,P132,W06,2024-05-13,2024-05-14,2024-05-15,Same Day,5,5156.4,1751.4,On Time
O01399,C0047,P010,W09,2025-04-07,2025-04-09,2025-04-10,Same Day,4,31085.76,11869.76,On Time
O01400,C0014,P139,W07,2025-07-11,2025-07-12,2025-07-14,Express,2,771.82,263.82,On Time
O01401,C0197,P137,W08,2025-09-20,2025-09-20,2025-09-21,Same Day,4,4366.56,1586.56,On Time
O01402,C0101,P133,W03,2025-03-22,2025-03-24,2025-03-26,Express,5,4950.95,1965.95,On Time
O01403,C0357,P095,W03,2024-01-01,2024-01-02,2024-01-03,Same Day,1,7117.01,2364.01,On Time
O01404,C0020,P117,W10,2025-01-04,2025-01-05,2025-01-07,Express,5,21766.1,6051.1,On Time
O01405,C0094,P069,W06,2025-07-08,2025-07-08,2025-07-09,Same Day,3,8343.48,3321.48,On Time
O01406,C0350,P064,W05,2024-05-23,2024-05-24,2024-05-25,Same Day,2,7719.34,3151.34,On Time
O01407,C0085,P088,W10,2024-08-15,2024-08-15,2024-08-16,Same Day,4,8094.6,2706.6,On Time
O01408,C0468,P124,W06,2024-12-01,2024-12-01,2024-12-02,Same Day,2,15425.34,5457.34,On Time
O01409,C0272,P057,W04,2024-06-24,2024-06-25,2024-06-26,Same Day,3,5559.84,1278.84,On Time
O01410,C0266,P007,W07,2025-05-31,2025-05-31,2025-06-01,Same Day,4,4769.68,1381.68,On Time
O01411,C0423,P125,W10,2025-07-26,2025-07-27,2025-08-01,Standard,3,10143.03,2289.03,On Time
O01412,C0468,P020,W09,2025-10-05,2025-10-07,2025-10-12,Standard,1,1483.17,551.17,On Time
O01413,C0045,P069,W06,2024-07-22,2024-07-24,2024-07-25,Same Day,1,2781.16,1107.16,On Time
O01414,C0055,P084,W02,2024-11-29,2024-11-30,2024-12-02,Express,2,1394.48,444.48,On Time
O01415,C0024,P115,W09,2024-08-07,2024-08-08,2024-08-12,Express,3,19732.8,5566.8,Late
O01416,C0398,P023,W02,2024-06-02,2024-06-04,2024-06-05,Same Day,1,893.76,396.76,On Time
O01417,C0310,P144,W10,2025-06-25,2025-06-25,2025-06-26,Same Day,1,1883.89,807.89,On Time
O01418,C0084,P090,W09,2024-08-28,2024-08-30,2024-08-31,Same Day,4,27376.04,7700.04,On Time
O01419,C0213,P150,W06,2025-03-14,2025-03-15,2025-03-20,Standard,5,14144.85,3894.85,On Time
O01420,C0324,P072,W06,2024-06-20,2024-06-20,2024-06-22,Express,5,20450.95,4065.95,On Time
O01421,C0156,P129,W10,2025-01-07,2025-01-08,2025-01-09,Same Day,2,12455.74,4019.74,On Time
O01422,C0411,P011,W03,2025-03-14,2025-03-15,2025-03-21,Standard,2,3433.86,1245.86,Late
O01423,C0445,P030,W04,2025-10-24,2025-10-24,2025-10-29,Standard,3,4707.06,1341.06,On Time
O01424,C0146,P047,W07,2024-02-04,2024-02-06,2024-02-11,Standard,1,3716.1,1100.1,On Time
O01425,C0256,P126,W10,2025-09-23,2025-09-24,2025-09-26,Express,2,5951.5,1783.5,On Time
O01426,C0188,P002,W07,2025-03-27,2025-03-29,2025-03-31,Express,2,8323.22,2729.22,On Time
O01427,C0098,P028,W03,2024-03-12,2024-03-14,2024-03-19,Standard,2,14085.7,4785.7,On Time
O01428,C0379,P016,W05,2025-10-22,2025-10-22,2025-10-23,Same Day,4,1721.8,753.8,On Time
O01429,C0273,P089,W03,2025-03-01,2025-03-02,2025-03-09,Express,1,3578.3,1460.3,Late
O01430,C0246,P047,W08,2025-12-24,2025-12-24,2025-12-25,Same Day,3,11148.3,3300.3,On Time
O01431,C0442,P098,W05,2025-01-06,2025-01-08,2025-01-09,Same Day,2,8603.6,2037.6,On Time
O01432,C0374,P142,W08,2025-06-07,2025-06-09,2025-06-10,Same Day,2,1020.9,340.9,On Time
O01433,C0235,P045,W02,2024-07-05,2024-07-07,2024-07-09,Express,1,7569.68,3253.68,On Time
O01434,C0094,P008,W10,2024-08-10,2024-08-12,2024-08-13,Same Day,3,11373.99,4473.99,On Time
O01435,C0410,P026,W07,2025-09-21,2025-09-21,2025-09-22,Same Day,4,16295.24,5719.24,On Time
O01436,C0167,P061,W09,2025-10-17,2025-10-18,2025-10-23,Standard,2,3860.34,1300.34,On Time
O01437,C0214,P079,W06,2025-08-14,2025-08-16,2025-08-21,Standard,3,8418.72,2175.72,On Time
O01438,C0171,P006,W07,2025-05-19,2025-05-19,2025-05-24,Standard,5,15799.45,2904.45,On Time
O01439,C0423,P115,W02,2025-05-25,2025-05-27,2025-05-28,Same Day,5,32888.0,9278.0,On Time
O01440,C0467,P120,W01,2025-03-26,2025-03-26,2025-03-31,Standard,5,33520.65,13290.65,On Time
O01441,C0067,P133,W10,2025-12-25,2025-12-26,2025-12-31,Standard,2,1980.38,786.38,On Time
O01442,C0097,P014,W07,2024-04-10,2024-04-10,2024-04-12,Express,5,3969.35,819.35,On Time
O01443,C0179,P146,W09,2025-12-03,2025-12-04,2025-12-05,Same Day,4,24391.0,6343.0,On Time
O01444,C0474,P137,W06,2025-01-16,2025-01-18,2025-01-19,Same Day,4,4366.56,1586.56,On Time
O01445,C0331,P061,W05,2024-02-11,2024-02-11,2024-02-16,Standard,4,7720.68,2600.68,On Time
O01446,C0461,P054,W08,2025-08-10,2025-08-11,2025-08-17,Standard,5,19719.1,3904.1,Late
O01447,C0156,P007,W10,2025-08-14,2025-08-14,2025-08-15,Same Day,1,1192.42,345.42,On Time
O01448,C0213,P002,W10,2025-06-07,2025-06-07,2025-06-12,Standard,5,20808.05,6823.05,On Time
O01449,C0375,P013,W02,2025-05-26,2025-05-26,2025-05-27,Same Day,2,12152.16,3052.16,On Time
O01450,C0059,P036,W07,2025-12-04,2025-12-06,2025-12-08,Express,1,3613.4,727.4,On Time
O01451,C0070,P009,W01,2024-04-17,2024-04-17,2024-04-22,Standard,4,12590.04,5170.04,On Time
O01452,C0151,P055,W10,2025-03-24,2025-03-24,2025-03-29,Standard,1,1384.26,265.26,On Time
O01453,C0054,P078,W03,2025-07-03,2025-07-03,2025-07-04,Same Day,5,33889.3,10589.3,On Time
O01454,C0072,P102,W01,2024-04-12,2024-04-12,2024-04-14,Express,5,31874.0,13974.0,On Time
O01455,C0431,P033,W10,2024-11-30,2024-11-30,2024-12-05,Standard,1,4030.39,1414.39,On Time
O01456,C0367,P001,W02,2024-12-24,2024-12-26,2024-12-28,Express,2,6127.3,2331.3,On Time
O01457,C0142,P031,W04,2025-05-23,2025-05-23,2025-05-28,Standard,2,12581.48,4663.48,On Time
O01458,C0434,P034,W07,2024-11-30,2024-12-02,2024-12-04,Express,2,5128.96,1854.96,On Time
O01459,C0119,P042,W07,2024-05-24,2024-05-25,2024-05-30,Standard,4,1590.32,418.32,On Time
O01460,C0117,P006,W02,2025-09-26,2025-09-26,2025-09-28,Express,4,12639.56,2323.56,On Time
O01461,C0114,P041,W06,2025-10-27,2025-10-27,2025-10-29,Express,1,4141.75,1468.75,On Time
O01462,C0217,P116,W10,2025-01-06,2025-01-07,2025-01-09,Express,3,14729.43,4775.43,On Time
O01463,C0129,P045,W06,2025-08-27,2025-08-29,2025-08-31,Express,2,15139.36,6507.36,On Time
O01464,C0409,P016,W01,2024-09-14,2024-09-15,2024-09-20,Express,1,430.45,188.45,Late
O01465,C0083,P024,W07,2024-08-23,2024-08-23,2024-08-25,Express,4,22342.36,5310.36,On Time
O01466,C0016,P038,W06,2025-06-13,2025-06-13,2025-06-14,Same Day,5,28657.0,8102.0,On Time
O01467,C0028,P027,W09,2025-04-19,2025-04-19,2025-04-26,Standard,2,8070.9,2182.9,Late
O01468,C0103,P126,W09,2024-02-18,2024-02-19,2024-02-21,Express,3,8927.25,2675.25,On Time
O01469,C0347,P137,W07,2024-01-26,2024-01-26,2024-01-27,Same Day,5,5458.2,1983.2,On Time
O01470,C0171,P144,W01,2025-09-02,2025-09-03,2025-09-05,Express,1,1883.89,807.89,On Time
O01471,C0430,P113,W03,2024-07-24,2024-07-26,2024-07-28,Express,3,10611.6,4050.6,On Time
O01472,C0010,P036,W10,2024-06-01,2024-06-01,2024-06-04,Express,4,14453.6,2909.6,Late
O01473,C0408,P007,W05,2025-02-28,2025-03-01,2025-03-06,Standard,1,1192.42,345.42,On Time
O01474,C0121,P068,W05,2025-11-13,2025-11-14,2025-11-22,Standard,5,24789.2,4454.2,Late
O01475,C0342,P081,W05,2025-12-17,2025-12-19,2025-12-20,Same Day,2,2741.06,493.06,On Time
O01476,C0421,P077,W09,2024-09-18,2024-09-20,2024-09-24,Same Day,5,19536.55,6316.55,Late
O01477,C0303,P051,W04,2025-09-12,2025-09-14,2025-09-16,Express,4,26847.76,10619.76,On Time
O01478,C0111,P026,W05,2025-01-26,2025-01-28,2025-01-31,Same Day,2,8147.62,2859.62,Late
O01479,C0343,P054,W03,2024-09-29,2024-09-29,2024-10-04,Standard,5,19719.1,3904.1,On Time
O01480,C0453,P068,W02,2025-09-17,2025-09-18,2025-09-23,Standard,2,9915.68,1781.68,On Time
O01481,C0055,P139,W08,2024-05-22,2024-05-22,2024-05-29,Standard,2,771.82,263.82,Late
O01482,C0436,P067,W01,2025-11-07,2025-11-09,2025-11-10,Same Day,1,8323.06,3690.06,On Time
O01483,C0462,P150,W10,2025-09-21,2025-09-23,2025-09-24,Same Day,4,11315.88,3115.88,On Time
O01484,C0418,P131,W10,2025-07-04,2025-07-06,2025-07-07,Same Day,1,6982.71,2305.71,On Time
O01485,C0268,P116,W03,2024-09-23,2024-09-24,2024-09-27,Same Day,3,14729.43,4775.43,Late
O01486,C0133,P016,W01,2025-06-03,2025-06-04,2025-06-06,Express,1,430.45,188.45,On Time
O01487,C0305,P022,W04,2025-11-13,2025-11-13,2025-11-18,Standard,3,7111.47,2209.47,On Time
O01488,C0308,P070,W08,2024-03-27,2024-03-27,2024-03-28,Same Day,2,10380.2,3094.2,On Time
O01489,C0137,P123,W10,2025-04-19,2025-04-21,2025-04-23,Express,1,1687.58,292.58,On Time
O01490,C0023,P091,W10,2024-04-30,2024-05-01,2024-05-06,Standard,4,15171.56,3867.56,On Time
O01491,C0182,P086,W09,2024-06-30,2024-07-01,2024-07-03,Express,4,20458.04,6478.04,On Time
O01492,C0475,P012,W07,2025-11-05,2025-11-07,2025-11-08,Same Day,5,14531.15,3731.15,On Time
O01493,C0220,P068,W09,2025-09-16,2025-09-17,2025-09-19,Express,5,24789.2,4454.2,On Time
O01494,C0198,P087,W01,2024-06-04,2024-06-04,2024-06-06,Express,1,3270.56,1291.56,On Time
O01495,C0001,P140,W07,2025-08-16,2025-08-16,2025-08-17,Same Day,2,718.76,124.76,On Time
O01496,C0203,P036,W10,2025-12-14,2025-12-16,2025-12-23,Standard,3,10840.2,2182.2,Late
O01497,C0154,P017,W10,2025-06-23,2025-06-24,2025-06-26,Same Day,1,5623.6,2090.6,Late
O01498,C0366,P042,W06,2025-08-23,2025-08-25,2025-08-30,Standard,2,795.16,209.16,On Time
O01499,C0262,P083,W03,2025-02-21,2025-02-21,2025-02-25,Express,5,14368.2,3513.2,Late
O01500,C0254,P072,W06,2025-12-18,2025-12-18,2025-12-23,Standard,3,12270.57,2439.57,On Time
O01501,C0015,P075,W01,2025-03-15,2025-03-16,2025-03-17,Same Day,3,15563.01,5306.01,On Time
O01502,C0323,P147,W05,2025-06-12,2025-06-12,2025-06-13,Same Day,5,20031.3,8086.3,On Time
O01503,C0227,P070,W09,2024-01-03,2024-01-04,2024-01-06,Express,1,5190.1,1547.1,On Time
O01504,C0485,P101,W10,2024-04-17,2024-04-17,2024-04-19,Express,4,27932.56,11960.56,On Time
O01505,C0160,P141,W10,2025-07-05,2025-07-07,2025-07-12,Standard,4,14910.16,5110.16,On Time
O01506,C0057,P081,W10,2024-04-02,2024-04-03,2024-04-05,Express,1,1370.53,246.53,On Time
O01507,C0456,P064,W08,2025-11-26,2025-11-26,2025-12-01,Standard,4,15438.68,6302.68,On Time
O01508,C0414,P138,W04,2025-11-30,2025-12-02,2025-12-07,Standard,5,33171.9,12381.9,On Time
O01509,C0307,P084,W03,2025-02-24,2025-02-26,2025-03-03,Same Day,3,2091.72,666.72,Late
O01510,C0498,P077,W05,2025-11-02,2025-11-04,2025-11-05,Same Day,5,19536.55,6316.55,On Time
O01511,C0223,P143,W05,2025-01-20,2025-01-21,2025-01-22,Same Day,5,31375.75,12740.75,On Time
O01512,C0388,P094,W06,2024-06-14,2024-06-14,2024-06-16,Express,4,10298.08,3762.08,On Time
O01513,C0413,P050,W06,2025-08-07,2025-08-08,2025-08-10,Express,5,23626.95,7326.95,On Time
O01514,C0173,P048,W07,2025-01-13,2025-01-14,2025-01-16,Express,4,14159.84,6179.84,On Time
O01515,C0356,P014,W06,2024-12-08,2024-12-10,2024-12-11,Same Day,1,793.87,163.87,On Time
O01516,C0356,P110,W03,2024-06-28,2024-06-28,2024-06-30,Express,4,16179.44,4471.44,On Time
O01517,C0364,P046,W07,2024-11-19,2024-11-21,2024-11-27,Standard,3,13302.42,5061.42,Late
O01518,C0390,P016,W09,2025-05-30,2025-05-31,2025-06-01,Same Day,1,430.45,188.45,On Time
O01519,C0448,P033,W08,2025-02-09,2025-02-10,2025-02-11,Same Day,2,8060.78,2828.78,On Time
O01520,C0437,P105,W05,2025-01-01,2025-01-02,2025-01-07,Standard,3,4455.24,1914.24,On Time
O01521,C0176,P059,W03,2024-05-30,2024-06-01,2024-06-10,Standard,4,29728.56,9820.56,Late
O01522,C0136,P044,W08,2025-01-30,2025-02-01,2025-02-06,Standard,3,16658.82,4622.82,On Time
O01523,C0409,P065,W09,2025-07-24,2025-07-26,2025-07-31,Standard,3,9212.31,3257.31,On Time
O01524,C0379,P120,W06,2025-03-15,2025-03-16,2025-03-18,Express,3,20112.39,7974.39,On Time
O01525,C0395,P115,W04,2024-03-19,2024-03-19,2024-03-24,Standard,3,19732.8,5566.8,On Time
O01526,C0331,P063,W07,2024-03-27,2024-03-28,2024-03-30,Express,3,13352.79,5180.79,On Time
O01527,C0311,P016,W01,2024-03-15,2024-03-16,2024-03-18,Express,1,430.45,188.45,On Time
O01528,C0369,P059,W04,2024-09-18,2024-09-19,2024-09-23,Same Day,3,22296.42,7365.42,Late
O01529,C0036,P027,W01,2024-12-04,2024-12-04,2024-12-09,Express,5,20177.25,5457.25,Late
O01530,C0131,P072,W06,2025-06-10,2025-06-10,2025-06-12,Express,3,12270.57,2439.57,On Time
O01531,C0318,P122,W06,2025-06-28,2025-06-28,2025-06-29,Same Day,5,4412.65,1542.65,On Time
O01532,C0275,P032,W06,2024-04-19,2024-04-19,2024-04-20,Same Day,2,4169.16,719.16,On Time
O01533,C0218,P146,W07,2024-09-18,2024-09-20,2024-09-21,Same Day,5,30488.75,7928.75,On Time
O01534,C0054,P035,W06,2025-09-05,2025-09-05,2025-09-07,Express,4,23889.2,9805.2,On Time
